LanguageIC,Entropy,LongestWord,SignatureNasty,SignatureSuperNasty,
0.094817826,5.590370421,143,2,0,0
0.028668285,5.609691419,41,0,0,0
0.02242099,5.318095334,23,0,0,0
0.028959447,5.580450681,41,0,0,0
0.041797725,5.353215458,29,0,0,0
0.034012938,5.118750366,52,0,0,0
0.032386686,5.40248148,56,0,0,0
0.03847359,4.919618519,32,0,0,0
0.038322884,4.840365132,45,0,0,0
0.018966998,5.949996319,32,0,0,0
0.03401083,5.656936352,74,0,0,0
0.033990725,5.566000979,54,0,0,0
0.034948158,5.057769406,40,0,0,0
0.03749692,4.95530576,39,0,0,0
0.046289337,4.919610945,56,0,0,0
0.018626747,5.967697506,32,0,0,0
0.0310749,5.360186638,17,0,0,0
0.036174085,5.220468519,67,0,0,0
0.032258065,4.526048134,18,0,0,0
0.018975177,5.948964266,32,0,0,0
0.032294679,5.491837069,51,0,0,0
0.032778368,5.456037087,54,0,0,0
0.04358999,4.892419629,45,0,0,0
0.038899824,4.746374919,47,0,0,0
0.040663423,4.927297125,47,0,0,0
0.019045574,5.944837214,32,0,0,0
0.040762574,5.433787163,50,0,0,0
0.035742008,5.543338867,43,0,0,0
0.027639958,5.588434873,61,0,0,0
0.042160517,4.802471167,47,0,0,0
0.032753743,5.32301406,52,3,0,0
0.018728219,5.961719136,32,0,0,0
0.043767856,5.413051345,36,0,0,0
0.037557325,5.589057793,36,0,0,0
0.0323662,5.276265729,54,0,0,0
0.019085335,5.936745648,32,0,0,0
0.038774437,5.464588083,36,0,0,0
0.035456042,5.566624198,36,0,0,0
0.030442255,5.315652438,71,0,0,0
0.03251208,5.2932557,28,0,0,0
0.031690141,4.578589916,21,0,0,0
0.031690141,4.578589916,21,0,0,0
0.018843988,5.956592457,32,0,0,0
0.036775616,5.704094394,38,0,0,0
0.033441138,5.789013329,38,0,0,0
0.042854059,4.629291811,36,0,0,0
0.039706788,4.88486127,49,0,0,0
0.018843988,5.956592457,32,0,0,0
0.045497478,5.083981465,30,0,0,0
0.039813813,5.282096523,33,0,0,0
0.036025848,5.005525581,61,0,0,0
0.018728219,5.961719136,32,0,0,0
0.033725873,5.534975121,53,0,0,0
0.019230769,5.060975804,17,0,0,0
0.0310749,5.360186638,17,0,0,0
0.033749839,5.490583699,53,0,0,0
0.034542109,5.128387398,56,0,0,0
0.018768461,5.953576892,32,0,0,0
0.046068762,5.174160197,32,0,0,0
0.019230769,5.060975804,17,0,0,0
0.0310749,5.360186638,17,0,0,0
0.038898874,5.390683275,32,0,0,0
0.036828964,5.015688239,61,0,0,0
0.019068131,5.942555949,32,0,0,0
0.046471524,5.198163726,32,0,0,0
0.019230769,5.060975804,17,0,0,0
0.0310749,5.360186638,17,0,0,0
0.040373904,5.375053347,43,0,0,0
0.03497068,5.102409693,72,0,0,0
0.035429483,4.804695027,40,0,0,0
0.038613861,4.82160041,11,0,0,0
0.039532944,4.547090358,17,0,0,0
0.029637019,5.651555143,50,0,0,0
0.049732874,5.91931338,76,2,0,0
0.031669835,5.30505463,76,0,0,0
0.031094261,5.32312409,76,0,0,0
0.031013276,5.314186776,78,0,0,0
0.030760861,5.320185378,78,0,0,0
0.030612129,5.283842729,99,0,0,0
0.033093564,5.222563477,35,0,0,0
0.029810745,5.36035563,104,0,0,0
0.036157882,5.299718623,45,0,0,0
0.031379595,5.308933591,96,0,0,0
0.033342804,5.251925436,96,0,0,0
0.031807723,5.344849793,99,0,0,0
0.033070353,5.275596216,78,0,0,0
0.03168752,5.30708463,78,0,0,0
0.032924028,5.295904238,78,0,0,0
0.029831818,5.374343092,99,0,0,0
0.032619304,5.159639746,40,0,0,0
0.033376337,5.156641684,60,0,0,0
0.02980242,5.328542458,43,0,0,0
0.031108976,5.362266093,79,0,0,0
0.031189371,5.301284452,104,0,0,0
0.037418324,5.170758893,60,0,0,0
0.028481045,5.713537327,65,0,0,0
0.029611253,5.622210965,70,0,0,0
0.027347935,5.675918433,46,0,0,0
0.030171478,5.332944532,23,0,0,0
0.052796004,4.842440753,53,0,0,0
0.03910743,4.858333284,20,0,0,0
0.062593145,4.686684941,15,0,0,0
0.03099775,5.714423768,48,0,0,0
0.029524299,5.33604893,64,0,0,0
0.029906869,5.327725982,60,0,0,0
0.030782428,5.301929935,60,0,0,0
0.029914701,5.32802483,60,0,0,0
0.030732372,5.304254756,60,0,0,0
0.029224793,5.342522507,50,0,0,0
0.029953193,5.324889723,54,0,0,0
0.035938904,4.780279347,20,0,0,0
0.038173142,4.890251922,20,0,0,0
0.033273155,5.321969206,75,0,0,0
0.031376465,5.510505704,41,0,0,0
0.029117452,5.351475424,23,0,0,0
0.071111781,5.043209542,45,0,0,0
0.035679134,4.852047884,20,0,0,0
0.030458106,5.718098525,69,0,0,0
0.040062112,5.174720472,20,0,0,0
0.032263942,5.239633514,50,0,0,0
0.031017963,5.246148295,54,0,0,0
0.035938904,4.780279347,20,0,0,0
0.034399225,4.887090484,20,0,0,0
0.034743023,5.216711876,111,0,0,0
0.031335787,5.440684652,61,0,0,0
0.03164642,5.4417595,65,0,0,0
0.036668433,5.261230775,57,0,0,0
0.035418832,5.252739356,57,0,0,0
0.03363397,5.598772933,97,0,0,0
0.049597961,5.212970876,25,0,0,0
0.033310586,5.573411781,156,0,0,0
0.057593532,5.131937052,44,0,0,0
0.0320269,5.317209718,65,0,0,0
0.036395698,5.181851749,37,0,0,0
0.036441937,5.337370031,71,0,0,0
0.027654242,5.868024215,76,0,0,0
0.028191383,5.747056732,498,0,0,0
0.029654687,5.94454044,120,0,0,0
0.02991451,6.099061793,186,0,0,0
0.031239947,5.80622841,64,0,0,0
0.030995406,5.348334109,89,0,0,0
0.026289126,5.774258879,285,0,0,0
0.034838442,5.307939345,63,0,0,0
0.034063585,5.151568804,67,0,0,0
0.029369369,5.315697108,67,0,0,0
0.034033965,5.309971283,69,0,0,0
0.03328508,5.235780195,60,0,0,0
0.035068533,5.294590726,60,0,0,0
0.03241829,5.479007889,43,0,0,0
0.030541644,5.700291187,84,0,0,0
0.122094958,4.77447215,20,0,0,0
0.122094958,4.77447215,20,0,0,0
0.031077772,5.52862079,66,0,0,0
0.031988726,5.489907679,44,2,0,0
0.033535797,5.30151497,40,0,0,0
0.030031243,5.330690642,23,0,0,0
0.040571441,5.371568006,49,0,0,0
0.037834312,4.812637712,20,0,0,0
0.030317435,5.942494098,208,0,0,0
0.031616585,5.382400599,78,0,0,0
0.031536386,5.379227377,78,0,0,0
0.032380712,5.357832391,87,0,0,0
0.036614193,5.308988689,79,0,0,0
0.03191133,5.413828388,87,0,0,0
0.033211788,5.206741344,36,0,0,0
0.030527768,5.386163185,57,0,0,0
0.031735131,5.289359765,73,0,0,0
0.030604297,5.387797969,57,0,0,0
0.031243986,5.407514997,78,0,0,0
0.031161325,5.344107542,39,0,0,0
0.033254956,5.209341274,51,0,0,0
0.023594429,5.751351986,62,0,0,0
0.037003446,4.846516886,20,0,0,0
0.034333669,5.263994677,75,0,0,0
0.025368943,5.655555353,35,0,0,0
0.030616315,5.317288805,75,0,0,0
0.029787275,5.322801132,60,0,0,0
0.035295524,5.11853911,58,0,0,0
0.030183867,5.555933681,116,3,0,0
0.034139217,5.779503883,38,0,0,0
0.029794154,5.414393982,60,0,0,0
0.03413007,5.369633963,51,0,0,0
0.029964171,5.336770913,57,0,0,0
0.029579414,5.311742519,44,0,0,0
0.032902255,5.673685898,68,0,0,0
0.029569664,5.604217784,140,0,0,0
0.031957653,5.34564422,66,0,0,0
0.025129186,6.001641511,74,0,0,0
0.037660897,5.443625983,78,0,0,0
0.035548388,5.069617817,48,0,0,0
0.034908487,5.267996854,54,0,0,0
0.029631973,5.431969734,71,0,0,0
0.031351568,5.370160471,67,0,0,0
0.031831051,5.295944149,99,0,0,0
0.029771817,5.637699482,94,0,0,0
0.028419741,5.815429892,113,0,0,0
0.019211281,6.279488454,102,2,0,0
0.030018447,5.309909691,23,0,0,0
0.051140441,4.916078107,48,0,0,0
0.036135114,4.846583914,20,0,0,0
0.019818862,6.155577937,105,0,0,0
0.031362498,5.664553948,99,0,0,0
0.028195093,5.288319103,31,0,0,0
0.036735743,5.288291882,40,0,0,0
0.037287808,5.22329468,40,0,0,0
0.03033802,5.33216928,52,0,0,0
0.034369489,5.157698786,35,0,0,0
0.034224717,5.093358254,41,0,0,0
0.034936429,4.881165523,20,0,0,0
0.027923459,5.726784034,151,0,0,0
0.029675465,5.610568232,96,0,0,0
0.033013299,5.418368487,52,0,0,0
0.031452071,5.508325153,141,0,0,0
0.029937667,5.46864688,60,0,0,0
0.032058249,5.415676455,45,0,0,0
0.030739241,5.613078503,117,1,0,0
0.023025661,5.994756446,53,0,0,0
0.029481426,5.64753916,45,0,0,0
0.030838459,5.662101934,110,0,0,0
0.033146883,5.545854994,63,0,0,0
0.030171289,5.551283558,76,0,0,0
0.030673242,5.521045118,71,0,0,0
0.03146587,5.47516515,71,0,0,0
0.032770397,5.423545315,134,0,0,0
0.032662943,5.430349978,166,0,0,0
0.03586081,5.283375184,90,0,0,0
0.031957913,5.368328414,53,0,0,0
0.031130585,5.374294543,45,0,0,0
0.032105656,5.355633399,164,0,0,0
0.031215693,5.356050871,169,0,0,0
0.03163269,5.400876843,88,0,0,0
0.032538036,4.996798482,34,0,0,0
0.032705324,5.434028366,96,0,0,0
0.029436872,5.391431798,23,0,0,0
0.052860293,4.923443256,43,0,0,0
0.034940945,4.855497369,20,0,0,0
0.038677959,5.747792157,78,0,0,0
0.029131506,5.419124599,79,0,0,0
0.029381538,5.41116231,79,0,0,0
0.031629493,5.290497955,99,0,0,0
0.032074823,5.240847429,52,0,0,0
0.029896625,5.317566088,29,0,0,0
0.037210107,4.780279347,20,0,0,0
0.034108527,4.890392463,20,0,0,0
0.031405608,5.420969243,148,3,0,0
0.029863495,5.467427572,84,6,0,0
0.030461847,5.373261461,120,1,0,0
0.030728846,5.58507111,105,1,0,0
0.030675571,5.300187648,85,0,0,0
0.032427323,5.513998329,64,0,0,0
0.030808365,5.351745622,137,0,0,0
0.030122882,5.462936531,69,0,0,0
0.030583883,5.398840847,52,0,0,0
0.031107291,5.373297042,73,0,0,0
0.033262677,5.278167169,68,0,0,0
0.033639912,5.16987064,47,0,0,0
0.034143013,5.145560628,51,0,0,0
0.030402855,5.856989531,119,4,0,0
0.077975107,5.334126907,169,8,0,0
0.029507078,5.301979046,23,0,0,0
0.045579568,5.058590821,42,0,0,0
0.038461538,4.752861111,20,0,0,0
0.019777906,6.153428722,238,0,0,0
0.032378625,5.222137901,47,11,0,0
0.034130614,5.127637509,41,0,0,0
0.035076709,5.099316451,45,0,0,0
0.036940461,4.79068937,20,0,0,0
0.028331554,5.831191312,219,0,0,0
0.029204498,5.639941784,42,0,0,0
0.028857678,5.508511718,100,0,0,0
0.029485192,5.732634325,100,0,0,0
0.03946569,5.481385307,42,0,0,0
0.025704984,5.898236504,184,0,0,0
0.029609139,5.625378869,67,0,0,0
0.028982489,5.863271482,93,1,0,0
0.027331455,5.969467344,57,0,0,0
0.04567147,5.307074464,38,1,0,0
0.032530525,5.434791368,37,0,0,0
0.028605285,5.376744042,23,0,0,0
0.04066541,5.30598179,122,1,0,0
0.039037992,4.815013587,20,0,0,0
0.026460584,6.017438737,84,0,0,0
0.029823541,5.376429374,78,0,0,0
0.031207308,5.493655903,69,0,0,0
0.029433692,5.741551366,99,0,0,0
0.032762736,5.383262666,52,0,0,0
0.032599863,5.152692347,39,0,0,0
0.052928463,5.431281332,58,0,0,0
0.032610939,5.342605379,78,0,0,0
0.02934838,5.723536749,99,0,0,0
0.024483573,5.872222917,109,0,0,0
0.025777701,5.764821528,63,0,0,0
0.030325676,5.310069407,67,0,0,0
0.032729349,5.379288944,73,1,0,0
0.027588707,5.551309299,210,0,0,0
0.030681834,5.369002304,48,0,0,0
0.02747887,5.627029552,68,0,0,0
0.032805508,5.468759167,69,0,0,0
0.053038743,5.434727213,58,0,0,0
0.031316099,5.067819229,26,0,0,0
0.035938904,4.780279347,20,0,0,0
0.037925697,4.84848716,20,0,0,0
0.026532106,5.891818624,95,0,0,0
0.02825208,5.753831659,96,1,0,0
0.033696869,5.415493252,59,0,0,0
0.030776823,5.267101,23,0,0,0
0.055610101,4.824659268,52,0,0,0
0.037258716,4.899536356,20,0,0,0
0.03386779,5.774223557,139,0,0,0
0.030522163,5.328834863,50,0,0,0
0.033543372,5.223243373,127,0,0,0
0.030904119,5.32778925,132,0,0,0
0.031383993,5.293238631,68,0,0,0
0.033092463,5.342475834,127,0,0,0
0.030571221,5.315457016,62,0,0,0
0.030040555,5.389917902,67,0,0,0
0.0319936,5.288117765,58,0,0,0
0.033662634,5.215169443,67,0,0,0
0.034879069,5.095523847,42,0,0,0
0.035825191,4.930923341,20,0,0,0
0.029139061,5.677781779,114,1,0,0
0.033659958,5.270668336,66,0,0,0
0.03592597,5.355644802,43,0,0,0
0.031545114,5.344671841,159,0,0,0
0.029500959,5.736896974,123,0,0,0
0.029574556,5.358836659,23,0,0,0
0.055765584,4.78470799,48,0,0,0
0.034817913,4.859582577,20,0,0,0
0.021470953,6.051354747,54,0,0,0
0.045126199,5.071838093,33,0,0,0
0.044568129,5.067973173,34,0,0,0
0.035733011,5.302086666,69,0,0,0
0.037117519,5.239547479,105,0,0,0
0.037210107,4.780279347,20,0,0,0
0.033989267,4.894410701,20,0,0,0
0.029708536,5.524739925,132,0,0,0
0.063727021,5.668787029,35,0,0,0
0.024483392,5.70140826,50,0,0,0
0.024543542,5.473488742,31,0,0,0
0.034020634,5.097723262,42,0,0,0
0.031259792,5.31515009,50,1,0,0
0.037677115,4.750981319,28,0,0,0
0.026909718,5.76621453,156,1,0,0
0.031183131,5.437206315,157,2,0,0
0.034498862,5.226840919,41,0,0,0
0.032795772,5.298746724,29,0,0,0
0.03158888,5.323932233,27,0,0,0
0.033609827,5.320392655,59,0,0,0
0.036028503,5.149800288,43,0,0,0
0.032260037,5.246651738,35,0,0,0
0.034234031,5.226832906,58,0,0,0
0.041540927,5.086481831,43,0,0,0
0.032136469,5.365933782,222,0,0,0
0.077488997,5.013630051,35,0,0,0
0.059882047,4.709793533,22,0,0,0
0.033651982,5.290270949,42,0,0,0
0.031088345,5.422727851,64,0,0,0
0.027566807,5.516377101,147,0,0,0
0.032117891,5.403812944,49,0,0,0
0.030421534,5.547217688,38,0,0,0
0.033474754,5.478451711,49,1,0,0
0.032826401,5.364669131,54,4,0,0
0.028255739,5.520735531,33,0,0,0
0.03413597,5.376392777,34,0,0,0
0.030754359,5.444452003,55,0,0,0
0.03281178,5.489466816,38,0,0,0
0.032317394,5.375780444,61,0,0,0
0.028737391,5.543626727,66,0,0,0
0.028556563,5.563777206,44,0,0,0
0.031148321,5.513360199,62,0,0,0
0.031084779,5.446084992,157,2,0,0
0.034538435,5.229863447,41,0,0,0
0.03349518,5.285044447,29,0,0,0
0.031610452,5.336836479,27,0,0,0
0.033606448,5.32178124,59,0,0,0
0.036145082,5.148207388,43,0,0,0
0.03240831,5.245648382,35,0,0,0
0.03380991,5.265152134,62,0,0,0
0.041641746,5.088248985,43,0,0,0
0.031970421,5.370569187,222,0,0,0
0.042554212,5.552549947,45,0,0,0
0.060571941,4.696212626,20,0,0,0
0.033628211,5.29020582,42,0,0,0
0.031122901,5.422449723,64,0,0,0
0.027500359,5.519637797,147,0,0,0
0.032116124,5.404254454,49,0,0,0
0.030337772,5.558654612,38,0,0,0
0.033395867,5.482665256,49,1,0,0
0.032807248,5.368285248,54,4,0,0
0.028286673,5.522813852,33,0,0,0
0.034141374,5.380003614,34,0,0,0
0.030756629,5.447083138,55,0,0,0
0.032473382,5.509699456,38,0,0,0
0.032325636,5.376088788,61,0,0,0
0.028919938,5.571453541,69,0,0,0
0.028659105,5.563781546,44,0,0,0
0.030996762,5.503495466,62,0,0,0
0.047213779,4.658930729,14,0,0,0
0.048909815,4.58647817,13,0,0,0
0.018088776,6.168561934,220,0,0,0
0.022470984,6.10778549,69,0,0,0
0.037859008,5.165580556,31,0,0,0
0.023780263,5.983813822,75,0,0,0
0.02217883,6.093375996,72,0,0,0
0.026557569,5.90074692,63,0,0,0
0.030731141,5.552991466,78,0,0,0
0.032517652,5.579714069,51,0,0,0
0.034059036,5.572631134,67,1,0,0
0.035799306,5.074432605,38,0,0,0
0.029641406,5.887011523,104,0,0,0
0.02781622,5.702309279,42,0,0,0
0.030643154,5.77499577,211,0,0,0
0.035127038,5.29251659,29,0,0,0
0.045564542,5.029960999,41,1,0,0
0.03835323,5.282167155,60,0,0,0
0.025076347,6.038823437,87,0,0,0
0.027523715,5.962196219,87,0,0,0
0.027890569,5.778090265,46,0,0,0
0.035884185,5.606861279,45,0,0,0
0.030132536,5.748125543,66,3,0,0
0.030677317,5.762093223,65,3,0,0
0.057928941,5.33545913,60,0,0,0
0.027082001,5.8607949,72,1,0,0
0.025343001,6.097623678,166,2,0,0
0.035512432,5.415053098,70,0,0,0
0.032026038,5.070617116,33,0,0,0
0.032959025,5.041620972,33,0,0,0
0.032252367,5.06941389,33,0,0,0
0.0325356,5.064650184,33,0,0,0
0.031503942,5.241069471,33,0,0,0
0.033290271,5.067135219,33,0,0,0
0.033729566,5.037847806,33,0,0,0
0.033315981,5.047285796,33,0,0,0
0.03161055,5.091803429,31,0,0,0
0.032941476,5.284010356,53,0,0,0
0.031064791,5.460678825,99,0,0,0
0.031671191,5.327852984,42,0,0,0
0.032042157,5.398692064,64,0,0,0
0.03142048,5.38216944,42,0,0,0
0.028161336,5.534443818,54,0,0,0
0.031832116,5.589871368,80,0,0,0
0.028469814,5.75150389,156,0,0,0
0.032176399,5.262689354,60,0,0,0
0.030253683,5.456493402,57,2,0,0
0.029954023,5.67159958,110,0,0,0
0.0300696,5.664163474,156,0,0,0
0.03205778,5.769037822,151,0,0,0
0.033311443,5.319198715,61,0,0,0
0.031103546,5.287139728,52,0,0,0
0.035736694,5.125778636,47,0,0,0
0.033063354,5.333636406,71,0,0,0
0.032971722,5.345156296,71,0,0,0
0.034094885,5.168316766,74,0,0,0
0.029889129,5.310551198,62,0,0,0
0.031924168,5.222950282,68,0,0,0
0.037351863,5.148236044,38,0,0,0
0.027701824,5.660339058,58,0,0,0
0.0320418,5.369838018,88,0,0,0
0.028223578,5.496921757,109,0,0,0
0.033001641,5.332839526,62,0,0,0
0.030593026,5.32104161,52,0,0,0
0.036593676,5.216242731,40,0,0,0
0.03340672,5.279993364,94,0,0,0
0.031650991,5.287091025,66,0,0,0
